agg_id,x,y,ecoregion,year,spei.90d,spei.180d,spei.270d,diff_shallow,diff_dswe,diff_spei,diff_rangeT
1,425064,5203593,16,2023,1.0099999904632568,1.690000057220459,0.23999999463558197,-1.053000032901764,34.650000000000006,0.24000000953674316,2.699991226196289
2,426564,5203593,16,2023,1.0099999904632568,1.690000057220459,0.23999999463558197,-1.4400000274181366,31.320000000000004,0.24000000953674316,2.714080810546875
3,428064,5203593,16,2023,1.0099999904632568,1.690000057220459,0.23999999463558197,-2.1257998943328857,14.310000000000002,0.24000000953674316,2.7515830993652344
4,429564,5203593,16,2023,1.0099999904632568,1.690000057220459,0.23999999463558197,0.9476999044418336,40.41,0.24000000953674316,2.7890853881835938
5,431064,5203593,16,2023,1.0227121114730835,1.690000057220459,0.23999999463558197,-2.938499927520752,39.239999999999995,0.21457576751708984,2.7733898162841797
6,432564,5203593,16,2023,1.0406334400177002,1.690000057220459,0.23999999463558197,-5.381999969482422,42.209999999999994,0.178733229637146,2.735889434814453
7,434064,5203593,16,2023,1.0587457418441772,1.690000057220459,0.23999999463558197,-6.891299724578857,21.69,0.14442002773284912,2.7019195556640625
8,435564,5203593,16,2023,1.081147313117981,1.690000057220459,0.23999999463558197,-0.9981000423431396,26.369999999999997,0.14442002773284912,2.7470531463623047
9,437064,5203593,4,2023,1.103548884391785,1.690000057220459,0.23999999463558197,0,27.36,0.14442002773284912,2.792186737060547
10,438564,5203593,4,2023,1.1175274848937988,1.690000057220459,0.23999999463558197,-3.1166999340057373,10.350000000000009,0.14442002773284912,2.8006343841552734
11,440064,5203593,4,2023,1.1175274848937988,1.690000057220459,0.23999999463558197,-0.47700001299381256,21.24000000000001,0.14442002773284912,2.7481956481933594
12,441564,5203593,4,2023,1.1175274848937988,1.690000057220459,0.23999999463558197,-0.09629999846220016,21.42,0.14442002773284912,2.695758819580078
13,443064,5203593,4,2023,1.1175274848937988,1.6515843868255615,0.23999999463558197,0.4490998983383178,1.1700000000000017,0.13142859935760498,2.7337207794189453
14,444564,5203593,4,2023,1.1175274848937988,1.5974268913269043,0.23999999463558197,-4.576500296592712,9.810000000000002,0.1131136417388916,2.808725357055664
15,446064,5203593,4,2023,1.118682861328125,1.5478907823562622,0.24077023565769196,0,15.03,0.09405076503753662,2.874114990234375
16,447564,5203593,4,2023,1.1457616090774536,1.6020482778549194,0.2588227391242981,-0.19260001182556152,-4.230000000000018,0.05820822715759277,2.723785400390625
17,449064,5203593,4,2023,1.1728403568267822,1.6562057733535769,0.27687522768974304,0.01350000500679016,-2.1599999999999966,0.02236568927764892,2.573455810546875
