spc_id,year,spc_type,selected_by,test_col,x,y,P.Sgreen,P.Snir,P.Snir.rg,N_savg,N_ctr,ovlp.area,dswe.area,elev.abv,postOcc,preOcc,dsweSept7
1165929,2021,deep_water,random_draw,0,545175,5123325,0.10851199951171876,0.244002001953125,2.43826435649395e-5,145.94137573242188,17.527849197387695,0,126000,-0.11566162109375,0,0,5
1165957,2021,deep_water,random_draw,0,545205,5123445,0.06521699829101563,0.137818994140625,1.376981909751892e-5,158.8859405517578,13.41997528076172,900,126000,-0.03338623046875,0.07999999821186066,0,5
1165569,2021,deep_water,random_draw,0,544995,5123115,0.03367900085449218,0.03956900024414062,5.118792405128479e-6,1.7161117792129517,2.1330363750457764,900,126000,0.064849853515625,1,1,4
1165576,2021,deep_water,random_draw,0,544995,5123025,0.03670400085449218,0.04704299926757813,4.693587206602096e-6,1.1509666442871094,1.1145281791687012,900,126000,0.064849853515625,0.9200000166893004,1,5
1164644,2021,dry,annotated,0,544725,5122365,0.07524400024414063,0.16040999755859375,1.601845510959625e-5,107.66194152832033,322.42803955078125,900,49500,-0.05029296875,0.7692307829856873,0.25,4
2416684,2021,em_veg,random_draw,0,544785,5116515,0.07398499755859375,0.148668994140625,1.4846965271234511e-5,57.276729583740234,88.88068389892578,900,15300,0.071258544921875,0.04347826167941093,0,5
2416703,2021,em_veg,random_draw,0,544815,5116635,0.07632000122070312,0.15993599853515625,1.5972910203933717e-5,91.59686279296876,94.4434051513672,900,15300,0.03411865234375,0.119999997317791,0,5
2416540,2021,dry,annotated,0,544635,5110425,0.0992780029296875,0.2179179931640625,2.1767838366031647e-5,134.57054138183594,79.02091979980469,0,3600,-1.390228271484375,0,0.3333333432674408,5
2416792,2021,dry,annotated,0,544845,5110485,0.06513499755859375,0.1546719970703125,1.5437020082473754e-5,150.24073791503906,83.15367889404297,900,15300,0.00967407226556815,0.26923078298568726,0,5
2421622,2021,deep_water,random_draw,0,547125,5110065,0.06848699951171874,0.1259800048828125,1.2578799225091933e-5,54.190792083740234,91.5863265991211,900,38700,-0.04150390625005684,0.5454545617103577,0.75,5
2421675,2021,deep_water,random_draw,0,547155,5109825,0.09320599975585936,0.213452001953125,2.1320207545757296e-5,124.0359344482422,86.305511474609375,0,38700,-0.5057983398438068,0,0,5
2421836,2021,deep_water,random_draw,0,547185,5109945,0.04781900024414062,0.05206500244140625,5.193410414457321e-6,12.465461730957031,4.106240749359131,900,38700,0.02474975585931815,1,1,3
2421861,2021,deep_water,random_draw,0,547185,5110125,0.05573300170898437,0.08490800170898438,8.475240899324417e-6,46.742225646972656,52.997798919677734,900,38700,-0.02212524414068184,0.8181818127632141,1,4
2421148,2021,deep_water,random_draw,0,546975,5109585,0.07176300048828126,0.14689000244140624,1.4666933045387268e-5,111.6996612548828,53.1203498840332,900,49500,0.707427978515625,0.04545454680919647,0,5
2421483,2021,deep_water,random_draw,0,547095,5109525,0.0857239990234375,0.224077001953125,2.238523520231247e-5,106.93810272216795,27.114492416381836,900,49500,-1.619659423828125,0,0,5
2421837,2021,deep_water,random_draw,0,547185,5109435,0.0379260009765625,0.05628900146484375,5.613779625892639e-6,26.63312530517578,14.80639362335205,900,49500,0.64404296875,0.8181818127632141,0.5,3
2422014,2021,deep_water,random_draw,0,547215,5109525,0.04121000061035156,0.07073699951171875,7.056404963731766e-6,46.716705322265625,37.47383499145508,900,49500,0.638885498046875,1,0.75,3
2422028,2021,deep_water,random_draw,0,547245,5109345,0.03610299987792969,0.04647900085449218,4.635002366304397e-6,13.399035453796388,2.358116388320923,900,49500,0.64404296875,1,1,3
2422335,2021,deep_water,random_draw,0,547305,5109435,0.05591799926757812,0.10478499755859376,1.0459641116857529e-5,109.5292510986328,123.88241577148438,900,49500,0.632110595703125,0.8500000238418579,0.6666666865348816,4
2603107,2021,dry,annotated,0,549195,5108805,0.0840260009765625,0.17838299560546875,1.7816525883674623e-5,128.55899047851565,96.36205291748048,900,193500,-0.1536865234375,0.3684210479259491,1,5
2604489,2021,deep_water,random_draw,0,549615,5108475,0.06902899780273437,0.15749100341796876,1.5722387475967405e-5,99.98431396484376,213.5744171142578,900,2700,-0.09100341796875,0.095238097012043,0.6666666865348816,5
2604195,2021,dry,annotated,0,549495,5107905,0.0724719970703125,0.151527001953125,1.513193916797638e-5,133.57333374023438,114.514892578125,900,1800,0.00631713867193184,0.25,0.6666666865348816,5
2603353,2021,em_veg,annotated,0,549255,5107545,0.05467999877929688,0.1144280029296875,1.142030321121216e-5,101.7930679321289,126.44932556152344,900,28800,0.032623291015625,0.4000000059604645,0.6666666865348816,5
2603384,2021,dry,annotated,0,549285,5107455,0.1084760009765625,0.2474659912109375,2.472458524703979e-5,131.49285888671875,53.52687072753906,0,28800,-0.192657470703125,0.22727273404598236,0.6666666865348816,5
2603649,2021,em_veg,annotated,0,549345,5107605,0.05254600219726562,0.10610799560546876,1.0589452407360075e-5,135.00326538085938,153.0504913330078,900,28800,0.0379638671875,0.6842105388641357,1,4
2603784,2021,em_veg,annotated,0,549375,5107515,0.08028900146484375,0.1684219970703125,1.6821582894325256e-5,139.45571899414065,125.61363220214844,900,28800,-0.193084716796875,0.5789473652839661,1,5
2603925,2021,dry,annotated,0,549435,5107605,0.11811400146484374,0.2664550048828125,2.6623584928512573e-5,139.48980712890625,48.80221176147461,0,28800,-0.18585205078125,0,0.3333333432674408,5
2604461,2021,dry,annotated,0,549585,5105925,0.07321199951171875,0.1529969970703125,1.5279131574630735e-5,124.45954895019533,38.62510299682617,0,577800,-0.759490966796875,0,0,5
2604471,2021,dry,annotated,0,549585,5106075,0.05376199951171875,0.09603200073242188,9.587882112264631e-6,118.1348114013672,205.25091552734375,900,577800,0.054718017578125,0.7142857313156128,1,5
2605300,2021,dry,annotated,0,549795,5106015,0.077277001953125,0.1572469970703125,1.5706302032470704e-5,92.9649887084961,57.839874267578125,0,577800,-0.31256103515625,0,0,5
2604836,2021,dry,annotated,0,549705,5105235,0.05874000244140625,0.12258499755859376,1.2245354697704316e-5,117.5828094482422,45.13844299316406,900,4500,0.00396728515625,0.03703703731298447,0.75,5
2605039,2021,em_veg,annotated,0,549765,5104755,0.08079099731445312,0.181281005859375,1.8105380589962005e-5,126.53965759277344,107.03158569335938,900,15300,-0.082550048828125,0.27272728085517883,0.3333333432674408,5
2605302,2021,em_veg,annotated,0,549795,5104665,0.05090499877929688,0.090852001953125,9.068659974336624e-6,100.40563201904295,139.0745086669922,900,15300,0.065460205078125,0.44999998807907104,0.3333333432674408,5
2603918,2021,dry,annotated,0,549405,5103705,0.07186799926757813,0.14500899658203126,1.4478555030822754e-5,150.64747619628906,107.86927795410156,900,14400,0.059844970703125,0.30000001192092896,0.6666666865348816,5
2604816,2021,em_veg,annotated,0,549675,5101335,0.09043800048828124,0.213706005859375,2.134445470571518e-5,140.7308349609375,83.347991943359375,0,27900,-0.087249755859375,0.2857142984867096,0.75,4
2605317,2021,em_veg,annotated,0,549795,5101305,0.07954099731445312,0.18241800537109376,1.821737216711044e-5,118.81581115722656,103.16979217529295,900,27900,-0.092071533203125,0.4736842215061188,0.75,4
2605627,2021,em_veg,annotated,0,549885,5101305,0.0515780029296875,0.09475,9.457228469848634e-6,55.68571472167969,68.971099853515625,900,27900,0.081268310546875,0.9047619104385376,0.5,3
2604381,2021,dry,annotated,0,549585,5100915,0.0804510009765625,0.18123199462890624,1.8101470868587497e-5,102.0555648803711,120.78455352783205,900,4500,-0.108856201171875,0.3125,0.5,5
2604474,2021,dry,annotated,0,549615,5100975,0.104127001953125,0.2418510009765625,2.416149932146073e-5,150.34617614746094,55.34941101074219,0,4500,-0.64300537109375,0,0,5
2604536,2021,deep_water,random_draw,0,549615,5100285,0.09451199951171876,0.2093840087890625,2.091482689142227e-5,117.61013793945313,137.6394500732422,900,17100,-0.081573486328125,0.3913043439388275,1,5
2604968,2021,deep_water,random_draw,0,549735,5100315,0.07860399780273437,0.16301400146484374,1.627972309112549e-5,115.36956787109376,222.48680114746097,900,17100,-0.02294921875,0.5714285969734192,0.3333333432674408,5
2603945,2021,em_veg,annotated,0,549405,5100105,0.07446500244140625,0.16386700439453125,1.6360322065353393e-5,119.47293853759766,128.24044799804688,900,7200,-0.011383056640625,0.1818181872367859,0.25,5
2604146,2021,em_veg,annotated,0,549495,5100075,0.08661099853515625,0.19808499755859377,1.978097305059433e-5,133.18545532226565,130.8241424560547,900,7200,-0.0108642578125,0.1304347813129425,0.25,5
2604857,2021,deep_water,random_draw,0,549705,5099505,0.03647900085449219,0.05467999877929688,5.4532369792461394e-6,13.037073135375977,6.704281806945801,900,19800,0.043060302734375,0.949999988079071,0.800000011920929,3
2604940,2021,deep_water,random_draw,0,549735,5099625,0.08764600219726562,0.2084929931640625,2.0825419962406157e-5,129.36221313476565,87.115814208984375,0,19800,-0.2947998046875,0.4000000059604645,0,5
2604791,2021,deep_water,random_draw,0,549675,5099235,0.05757899780273437,0.09586699829101562,9.567896072864531e-6,63.92854309082031,46.204307556152344,900,220500,0.035064697265625,0.9047619104385376,0.800000011920929,3
2604881,2021,deep_water,random_draw,0,549705,5099355,0.06164400024414062,0.11601099853515626,1.1581459258794785e-5,63.48032760620117,54.183868408203125,900,220500,-0.0081787109375,0.6190476417541504,0.4000000059604645,5
2605371,2021,deep_water,random_draw,0,549825,5099355,0.04519599914550781,0.04416600036621094,5.438656234741211e-6,19.364246368408203,18.832351684570313,900,220500,0.05877685546875,1,1,3
2605373,2021,deep_water,random_draw,0,549825,5099235,0.07063800048828126,0.1302760009765625,1.3008575994968411e-5,91.75495910644533,79.2500991821289,900,220500,-0.606048583984375,1,1,4
2605845,2021,deep_water,random_draw,0,549945,5099475,0.04391600036621094,0.04889700012207031,5.390246433019638e-6,23.261415481567383,9.13720989227295,900,220500,0.05877685546875,1,1,3
2605874,2021,deep_water,random_draw,0,549945,5099325,0.04390199890136719,0.04587699890136718,5.657523232102394e-6,16.902738571166992,16.885610580444336,900,220500,0.05877685546875,1,1,3
2606045,2021,deep_water,random_draw,0,549975,5099655,0.04661600036621093,0.05930999755859375,5.918062711954117e-6,49.581275939941406,20.980674743652344,900,220500,0.05877685546875,0.8888888955116272,1,3
2606270,2021,deep_water,random_draw,0,550035,5099535,0.04334100036621093,0.04009400024414062,5.8066509711742406e-6,16.02973175048828,9.91927433013916,900,220500,0.05877685546875,1,1,1
2606398,2021,deep_water,random_draw,0,550065,5099415,0.09634000244140624,0.19990400390625,1.9967196271419524e-5,120.30883026123048,77.80529022216797,900,220500,-0.504669189453125,0.4545454680919647,0.6000000238418579,5
2606414,2021,deep_water,random_draw,0,550065,5099655,0.1084280029296875,0.231681005859375,2.314611936569214e-5,144.43490600585938,54.94034194946289,0,220500,0.05877685546875,0.6842105388641357,1,4
2604161,2021,dry,annotated,0,549495,5097255,0.113331005859375,0.24319599609375,2.429790444612503e-5,126.81934356689452,38.02997970581055,0,162000,-1.130035400390625,0,0,5
2604411,2021,dry,annotated,0,549585,5097945,0.10415,0.2204330078125,2.2021480040550233e-5,114.6777114868164,48.83082580566406,0,162000,-0.563690185546875,0,0,5
2605081,2021,dry,annotated,0,549765,5097435,0.0608719970703125,0.111556005859375,1.1136803669929505e-5,88.92301940917969,55.67445755004883,900,162000,0.029571533203125,0.699999988079071,1,4
2604562,2021,em_veg,annotated,0,549615,5095965,0.0811719970703125,0.1506969970703125,1.5042542688846588e-5,146.8466796875,85.279693603515625,900,8100,0.002532958984375,0.25,0.75,4
2604648,2021,dry,annotated,0,549645,5095995,0.08952999877929688,0.1861449951171875,1.858547730922699e-5,137.10154724121094,76.39730072021484,900,8100,-0.070404052734375,0.06666667014360428,0.5,5
2602718,2021,em_veg,annotated,0,549105,5095875,0.04636000061035156,0.08801699829101563,8.779537036418914e-6,110.66392517089844,125.05628967285156,900,5400,0.053192138671875,0.8500000238418579,0.5,4
2602609,2021,em_veg,annotated,0,549075,5095425,0.04980700073242188,0.08130999755859375,8.114182945489884e-6,107.82803344726564,143.4772491455078,900,351900,0.04010009765625,1,1,3
2602772,2021,dry,annotated,0,549135,5095335,0.10064400024414062,0.23254599609375,2.323079467535019e-5,127.58056640625,63.42219161987305,0,351900,-0.181640625,0,1,5
2602840,2021,em_veg,annotated,0,549105,5095545,0.04668500061035156,0.06853800048828125,6.8418544602394105e-6,67.10921478271484,124.1709442138672,900,351900,0.04010009765625,1,1,3
2603369,2021,dry,annotated,0,549255,5095485,0.09894000244140624,0.2112219970703125,2.1100450806617735e-5,113.30819702148438,42.49026870727539,0,351900,-0.487548828125,0,0,5
2603567,2021,em_veg,annotated,0,549315,5095395,0.04649500122070312,0.07538200073242188,7.517294237613678e-6,73.03221893310547,73.01290130615234,900,351900,0.0352783203125,0.7727272510528564,1,4
9283807,2021,dry,annotated,0,548895,5095425,0.1124989990234375,0.25661201171875,2.563700836896896e-5,144.35284423828125,49.69401550292969,0,351900,-0.536865234375,0,0,5
2605940,2021,deep_water,random_draw,0,549975,5095335,0.10607900390625,0.2120580078125,2.118162754535675e-5,107.26757049560548,56.289310455322266,900,23400,-0.0865478515625,0.23529411852359772,1,5
2606356,2021,deep_water,random_draw,0,550035,5095245,0.0980760009765625,0.18861700439453125,1.8837590372562407e-5,108.20448303222656,76.78340148925781,900,23400,-0.18963623046875,0.5,0.6666666865348816,4
2606382,2021,deep_water,random_draw,0,550035,5095365,0.08195599975585938,0.15550899658203124,1.552411611557007e-5,104.8978042602539,114.40702056884766,900,23400,-6.40869140625e-4,0.46666666865348816,0.75,5
2607059,2021,deep_water,random_draw,0,550125,5095275,0.05916099853515625,0.09198599853515624,9.17411518573761e-6,46.91120147705078,50.888153076171875,900,23400,0.076263427734375,0.5,0.75,3
2607609,2021,deep_water,random_draw,0,550245,5095215,0.096825,0.20164100341796876,2.01420166683197e-5,111.85797119140624,83.00757598876953,0,23400,-0.390960693359375,0,0.75,5
2606274,2021,deep_water,random_draw,0,550035,5095065,0.07055,0.114806005859375,1.1459199559688568e-5,63.7607307434082,127.3051300048828,900,34200,0.067230224609375,0.4375,0.6666666865348816,5
2606680,2021,deep_water,random_draw,0,550095,5095185,0.10031799926757812,0.1854219970703125,1.8517414577007292e-5,105.390869140625,137.22601318359375,0,34200,-0.024871826171875,0.0833333358168602,0.6666666865348816,5
2607303,2021,deep_water,random_draw,0,550185,5095155,0.07258400268554688,0.181568994140625,1.813110700368881e-5,106.81159973144533,49.51201629638672,900,34200,-0.108734130859375,0.2857142984867096,0.75,5
2607637,2021,deep_water,random_draw,0,550245,5095035,0.03275,0.07552000122070313,7.527520873546601e-6,36.426963806152344,42.77409362792969,900,34200,0.125213623046875,0.8500000238418579,0.6666666865348816,3
2608434,2021,deep_water,random_draw,0,550335,5095095,0.06135499877929688,0.15625999755859374,1.5596028444767e-5,91.09113311767578,71.1525650024414,0,34200,-0.048309326171875,0.3684210479259491,0.4000000059604645,5
2622333,2021,em_veg,annotated,0,552435,5094795,0.07993599853515625,0.17698199462890624,1.7667828595638275e-5,154.65013122558594,9.911048889160156,0,56700,-0.148956298828125,0,0,5
2622580,2021,em_veg,annotated,0,552465,5094975,0.06842899780273437,0.15278399658203126,1.5251686470508574e-5,142.31175231933594,34.09644317626953,900,56700,-0.021697998046875,0.30000001192092896,1,5
2622737,2021,dry,annotated,0,552495,5094825,0.07372100219726563,0.1626300048828125,1.623662546634674e-5,134.04180908203125,42.44623565673828,900,56700,-0.027374267578125,0,1,5
2624715,2021,dry,annotated,0,552765,5094945,0.1127050048828125,0.266764990234375,2.66472531914711e-5,136.54360961914065,92.571441650390625,0,134100,-0.9002685546875,0,0,5
2625172,2021,dry,annotated,0,552855,5095155,0.118043994140625,0.2607110107421875,2.6046659011840823e-5,118.17251586914064,124.12381744384766,0,134100,-0.279510498046875,0,0,5
2626636,2021,dry,annotated,0,553065,5095005,0.07019299926757812,0.17414599609375,1.7383366668224333e-5,114.01363372802734,102.1349868774414,900,134100,-0.61883544921875,1,0.8333333134651184,4
2635722,2021,deep_water,random_draw,0,554535,5094945,0.06913900146484375,0.17481199951171875,1.7457881147861482e-5,110.79463958740234,129.13671875,0,1800,-0.02093505859375,0.10000000149011612,0.25,5
2635752,2021,em_veg,random_draw,0,554535,5094765,0.03575799865722656,0.06571199951171874,6.552343178987504e-6,47.29645919799805,66.97254943847656,900,118800,0.041015625,0.9523809552192688,1,3
2635954,2021,em_veg,random_draw,0,554535,5094525,0.0573030029296875,0.134452001953125,1.3421924288272856e-5,88.00627136230469,116.4629898071289,900,118800,-0.0462646484375,0.8695651888847351,0.800000011920929,4
2636083,2021,em_veg,random_draw,0,554565,5094675,0.03266099853515625,0.05436099853515625,5.418253916501999e-6,51.15190505981445,96.14680480957033,900,118800,0.0411376953125,1,1,3
2636659,2021,em_veg,random_draw,0,554625,5094615,0.0700280029296875,0.17828699951171875,1.7802586505413057e-5,113.9159927368164,106.80091094970705,900,118800,-0.182159423828125,0.8260869383811951,0.6666666865348816,4
2637195,2021,em_veg,random_draw,0,554685,5094945,0.03296400146484375,0.065327001953125,6.5117830729484555e-6,66.951202392578125,110.0635757446289,900,118800,0.040252685546875,1,1,3
2637196,2021,em_veg,random_draw,0,554685,5094825,0.0269239990234375,0.03785,3.7681400787830353e-06,36.674930572509766,1.016126036643982,900,118800,0.0411376953125,1,1,1
2637497,2021,em_veg,random_draw,0,554715,5095095,0.04491000061035156,0.1003489990234375,1.0012288415431976e-5,64.58058166503906,85.14148712158203,900,118800,0.0181884765625,0.7222222089767456,0.20000000298023224,3
2637553,2021,em_veg,random_draw,0,554715,5094705,0.04777300109863281,0.10861400146484376,1.0841022386550904e-5,86.92511749267578,151.77304077148438,900,118800,-0.047393798828125,0.9411764740943908,1,4
2638767,2021,em_veg,random_draw,0,554835,5094825,0.03032699890136718,0.05535599975585938,5.517938946485519e-6,48.44081115722656,55.88165664672851,900,118800,0.04052734375,0.9375,1,3
2639131,2021,em_veg,random_draw,0,554835,5094915,0.02869700012207031,0.04065599975585937,4.047508610486984e-6,36.70335388183594,0.8972166180610657,900,118800,0.0411376953125,1,1,1
2636454,2021,dry,annotated,0,554565,5094075,0.05614099731445313,0.13658399658203124,1.363401960849762e-5,102.77743530273438,58.521263122558594,900,10800,-0.031402587890625,0.5263158082962036,0.4000000059604645,4
2634960,2021,deep_water,random_draw,0,554415,5092995,0.05973900146484375,0.12848399658203125,1.2827848007678985e-5,94.62506866455078,90.421142578125,900,56700,-0.018218994140625,0.7200000286102295,1,4
2635725,2021,deep_water,random_draw,0,554505,5093175,0.03470299987792968,0.0655010009765625,6.5279666757583625e-6,52.044342041015625,28.998994827270508,900,56700,0.064239501953125,0.9230769276618958,1,3
2636252,2021,deep_water,random_draw,0,554565,5092965,0.02989599914550781,0.057002001953125,5.680179300308227e-6,47.729248046875,13.469124794006348,900,56700,0.073486328125,0.9230769276618958,1,3
2636456,2021,deep_water,random_draw,0,554595,5093055,0.02455599975585937,0.03536799926757812,3.701825702190399e-6,31.9851131439209,1.4617397785186768,900,56700,0.07366943359375,1,1,1
2636800,2021,deep_water,random_draw,0,554625,5093145,0.04686400146484375,0.09073900146484376,9.05585561990738e-6,94.58448028564452,61.71932220458984,900,56700,0.009735107421875,0.8799999952316284,0.75,3
2636128,2021,deep_water,random_draw,0,554565,5091825,0.05618699951171875,0.1408449951171875,1.4066196273565292e-5,102.0601043701172,69.33136749267578,0,900,-0.034820556640625,0.1304347813129425,0.2857142984867096,5
2900125,2021,em_veg,random_draw,0,553995,5089185,0.0740530029296875,0.15959300537109375,1.593606780052185e-5,151.0308074951172,37.84575271606445,0,35100,-0.018096923828125,0,0.5,5
2900249,2021,em_veg,random_draw,0,554055,5089065,0.0859760009765625,0.19001300048828124,1.8979054937362672e-5,140.4404296875,50.81680679321289,900,35100,-0.137725830078125,0,0.5,5
2900716,2021,em_veg,random_draw,0,554145,5089275,0.09309299926757812,0.1956239990234375,1.953979960680008e-5,136.43870544433594,24.10952377319336,0,35100,-0.399444580078125,0,0,5
2900767,2021,em_veg,random_draw,0,554145,5089155,0.01758000030517578,0.03700400085449219,3.6811796665191657e-6,118.15446472167967,111.06768798828124,900,35100,0.02142333984375,0.3571428656578064,0.6666666865348816,5
2901264,2021,em_veg,random_draw,0,554235,5089095,0.1035510009765625,0.21695,2.1670344858169555e-5,140.69454956054688,23.22294235229492,0,35100,-0.50885009765625,0,0,5
2900732,2021,em_veg,random_draw,0,554145,5088525,0.082672998046875,0.1869469970703125,1.8670777456760407e-5,131.07565307617188,83.948699951171875,900,29700,-0.29986572265625,0.29032257199287415,0.8571428656578064,5
2900902,2021,em_veg,random_draw,0,554175,5088645,0.02507100067138672,0.05114200134277343,5.093093981742859e-6,66.640594482421875,24.428977966308594,900,29700,0.070831298828125,1,1,3
2901451,2021,em_veg,random_draw,0,554265,5088765,0.02504199981689453,0.0515530029296875,5.134281530380249e-6,58.28800964355469,20.333972930908203,900,29700,0.070831298828125,0.8888888955116272,0.6666666865348816,3
2901585,2021,em_veg,random_draw,0,554265,5088675,0.04240400085449219,0.1067780029296875,1.065314059495926e-5,112.72307586669922,55.158992767333984,900,29700,0.004669189453125,0.9629629850387572,0.8571428656578064,4
2900203,2021,em_veg,annotated,0,554025,5087235,0.04368999938964844,0.09109000244140623,9.086571593284608e-6,98.50139617919922,119.84500122070313,900,7200,0.031005859375,0.48148149251937866,0.3333333432674408,4
2900405,2021,em_veg,annotated,0,554085,5087265,0.04835899963378906,0.1002219970703125,9.999216966629029e-6,104.3362808227539,94.5417022705078,900,7200,0.021026611328125,0.7037037014961243,0.4000000059604645,4
2900680,2021,dry,annotated,0,554085,5087235,0.07473200073242188,0.16155699462890624,1.6133614344596865e-5,140.2042236328125,98.250396728515625,900,7200,-0.034149169921875,0.5925925970077515,0.4000000059604645,4
2897378,2021,dry,annotated,0,553245,5086845,0.079022998046875,0.18245799560546871,1.8222390310764313e-5,135.82655334472656,97.92493438720705,900,55800,0.113861083984375,0.3703703582286834,0.2857142984867096,5
