year,drought_idx
2010,0.2677280218254563
2011,0.9367853894918844
2012,-0.7172153640380647
2013,0.557095786463718
2014,-0.18299834554141345
2015,-1.2337323608342026
2016,0.3117822143903781
2017,0.08110163997701904
2018,0.1231713516732699
2019,1.2668057447428498
2020,-0.03851164120912074
2021,-0.6157104654218435
2022,0.5603867043515829
2023,1.005051511207745
2024,0.347420172472036
